n,s
8400,18050311
8400,17930539
8400,18011080
8500,18457675
8500,18316814
8500,18365349
8500,18395714
8500,18369337
8500,18302991
8500,18305322
8500,18500698
8500,18523959
8500,18257997
8500,18526287
8500,18530803
8500,18430934
8500,18371076
8500,18427210
8500,18414801
8500,18453651
8500,18481120
8500,18298162
8500,18167350
8500,18346327
8500,18487422
8500,18508282
8500,18451001
8500,18421344
8500,18316897
8500,18301620
8500,18472756
8500,18635344
8500,18381556
8500,18297959
8500,18417189
8500,18466878
8500,18194900
8500,18334516
8500,18242864
8500,18490279
8500,18388755
8500,18451349
8500,18537331
8500,18469810
8500,18397842
8500,18489745
8500,18184216
8500,18291779
8500,18520774
8500,18390721
8500,18375843
8500,18393035
8500,18308001
8600,18791294
8600,19115132
8600,18669365
8600,18843581
8600,18970758
8600,18812648
8600,18916099
8600,18847474
8600,18978565
8600,18823939
8600,18666400
8600,18826537
8600,18985377
8600,18824198
8600,18684409
8600,18980999
8600,18814704
8600,18884270
8600,18881990
8600,18818941
8600,19002461
8600,18725343
8600,18832813
8600,18817495
8600,18782048
8600,18909781
8600,18765282
8600,18691680
8600,18644515
8600,18834292
8600,18772535
8600,18701965
8600,18891043
8600,18689126
8600,18988576
8600,18877428
8600,18956019
8600,18682197
8600,18751777
8600,18786376
8600,18925418
8600,18929612
8600,18917925
8600,19129378
8600,18749447
8600,18840875
8600,18744556
8600,18869443
8600,18866150
8600,19063063
8700,19144049
8700,19307615
8700,19075062
8700,19373408
8700,19335092
8700,19431882
8700,19192113
8700,19208868
8700,19620252
8700,19257654
8700,19367132
8700,19239265
8700,19293355
8700,19167826
8700,19254264
8700,19198545
8700,19074776
8700,19400735
8700,19285618
8700,19253665
8700,19362768
8700,19290327
8700,19558644
8700,19285113
8700,19252350
8700,19230710
8700,19362295
8700,19251878
8700,19166882
8700,19441748
8700,19445783
8700,19377793
8700,19367370
8700,19332506
8700,19347962
8700,19172657
8700,19281219
8700,19251119
8700,19228526
8700,19312165
8700,19359241
8700,19282060
8700,19276206
8700,19269693
8700,19376339
8700,19106903
8700,19433189
8700,19239236
8700,19469768
8700,19186471
8800,19608550
8800,19805845
8800,19750069
8800,19760631
8800,19701760
8800,19571418
8800,19845193
8800,19658035
8800,19640754
8800,19496813
8800,19459016
8800,19535368
8800,19789821
8800,19557992
8800,19569644
8800,19725805
8800,19850415
8800,19760930
8800,19891338
8800,19829575
8800,19790600
8800,19744868
8800,19712213
8800,19612909
8800,19713897
8800,19682145
8800,19838093
8800,19874321
8800,19642381
8800,19833195
8800,19526617
8800,19596396
8800,19854098
8800,19852123
8800,19726828
8800,19720211
8800,19681733
8800,19631997
8800,19608949
8800,19696594
8800,19719040
8800,20091302
8800,19613469
8800,19752690
8800,19786747
8800,19590187
8800,19970827
8800,19868099
8800,19944516
8800,19922654
8900,20175999
8900,20230924
8900,20318262
8900,20108298
8900,20194146
8900,20299440
8900,20287450
8900,20197540
8900,20133658
8900,20172670
8900,20248931
8900,20303397
8900,20115567
8900,20112037
8900,20161356
8900,20253598
8900,20376162
8900,19864437
8900,20205208
8900,19971165
8900,20202300
8900,20196462
8900,20250806
8900,20189940
8900,20086561
8900,20254501
8900,20273405
8900,20065278
8900,20345458
8900,20159291
8900,20132381
8900,20014316
8900,20205240
8900,20261038
8900,20021931
8900,20378764
8900,20377282
8900,20397297
8900,20283235
8900,20079660
8900,19918604
8900,20177725
8900,20276411
8900,20069462
8900,20308707
8900,20287859
8900,20341921
8900,20251600
8900,20300117
8900,20339069
9000,20761878
9000,20597894
9000,20663290
9000,20549123
9000,20636517
9000,20602855
9000,20609575
9000,20604245
9000,20681207
9000,20734519
9000,20622286
9000,20487052
9000,20664519
9000,20582667
9000,20778064
9000,20763990
9000,20713137
9000,20759195
9000,20597996
9000,20590724
9000,20487697
9000,20485546
9000,20785339
9000,20559315
9000,20576459
9000,20675580
9000,20582509
9000,20595248
9000,20806925
9000,20520047
9000,20538018
9000,20759313
9000,20661359
9000,20682246
9000,20602497
9000,20852413
9000,20825647
9000,20715212
9000,20692976
9000,20422958
9000,20467647
9000,20498842
9000,20770689
9000,20710638
9000,20840112
9000,20721892
9000,20497030
9000,20682062
9000,20486703
9000,20728513
9100,21285660
9100,21090281
9100,21051145
9100,21421766
9100,21178061
9100,21312463
9100,21377600
9100,21106962
9100,20919110
9100,20932854
9100,21081026
9100,21317109
9100,21318640
9100,20859160
9100,21100051
9100,21305460
9100,21146472
9100,21019046
9100,21008096
9100,21049551
9100,21111041
9100,21115314
9100,21236632
9100,21242317
9100,20943113
9100,20988759
9100,21144965
9100,20972065
9100,21212068
9100,21136739
9100,21030946
9100,21022175
9100,21053485
9100,21175004
9100,21125051
9100,21069551
9100,20980474
9100,21332407
9100,20993482
9100,21160041
9100,21432632
9100,21184306
9100,20993431
9100,20942884
9100,21095064
9100,21145500
9100,21191106
9100,21173227
9100,21269252
9100,21273844
9200,21859462
9200,21598837
9200,21539085
9200,21700123
9200,21282010
9200,21523590
9200,21774423
9200,21602196
9200,21802656
9200,21649579
9200,21429853
9200,21636952
9200,21712971
9200,21619441
9200,21804109
9200,21496368
9200,21707013
9200,21589657
9200,21387039
9200,21552681
9200,21360910
9200,21524946
9200,21471087
9200,21470625
9200,21397915
9200,21666689
9200,21844069
9200,21775101
9200,21662388
9200,21590299
9200,21551983
9200,21588399
9200,21523319
9200,21465447
9200,21729972
9200,21436220
9200,21378784
9200,21798282
9200,21548892
9200,21721159
9200,21759934
9200,21726265
9200,21478874
9200,21410956
9200,21662939
9200,21749094
9200,21731491
9200,21562857
9200,21598487
9200,21388308
9300,21889391
9300,22198742
9300,22001175
9300,22234711
9300,22397391
9300,21959247
9300,21829399
9300,22218199
9300,22099909
9300,22253026
9300,22397501
9300,22098555
9300,22139475
9300,21986789
9300,22096506
9300,22110480
9300,22155646
9300,21896915
9300,22023159
9300,22198552
9300,22049176
9300,22128567
9300,22070601
9300,22295975
9300,22124660
9300,22282266
9300,22125606
9300,21956822
9300,22011159
9300,22000535
9300,22187701
9300,22042378
9300,22036564
9300,22182717
9300,21863391
9300,21789304
9300,22169117
9300,21868434
9300,21913011
9300,22240896
9300,21906864
9300,22102865
9300,22085388
9300,22136495
9300,21921699
9300,22001000
9300,21904339
9300,22160807
9300,22120139
9300,22341260
9400,22540622
9400,22325135
9400,22468461
9400,22747034
9400,22507954
9400,22428331
9400,22441658
9400,22587030
9400,22466668
9400,22370430
9400,22550425
9400,22792084
9400,22295454
9400,22410510
9400,22694040
9400,22310718
9400,22507683
9400,22411995
9400,22403534
9400,22663768
9400,22487144
9400,22532814
9400,22350410
9400,22512995
9400,22677917
9400,22664384
9400,22339956
9400,22467026
9400,22373373
9400,22786024
9400,22681571
9400,22474182
9400,22368999
9400,22381957
9400,22414631
9400,22389134
9400,22516898
9400,22384877
9400,22252640
9400,22603155
9400,22552871
9400,22603672
9400,22379722
9400,22353639
9400,22327174
9400,22540947
9400,22461210
9400,22395634
9400,22668081
9400,22123660
9500,23264851
9500,22740250
9500,22992525
9500,23188032
9500,23172289
9500,22883539
9500,22955890
9500,22819388
9500,23179302
9500,23067496
9500,22726388
9500,23325961
9500,22872442
9500,22973036
9500,22783295
9500,22731081
9500,23389838
9500,22888672
9500,23056063
9500,23106657
9500,22886902
9500,23096726
9500,23179310
9500,23089225
9500,23137321
9500,23118873
9500,23069560
9500,22979248
9500,23035054
9500,22761323
9500,22858361
9500,22998860
9500,23066036
9500,23342715
9500,23072269
9500,23013450
9500,23104298
9500,22970951
9500,23351216
9500,23208551
9500,22870590
9500,23173458
9500,23087709
9500,23106209
9500,23067103
9500,23195575
9500,22878233
9500,22886130
9500,22869317
9500,22978145
9600,23583567
9600,23605501
9600,23242191
9600,23507779
9600,23416800
9600,23427560
9600,23574897
9600,23275447
9600,23721816
9600,23001078
9600,23408185
9600,23593604
9600,23454179
9600,23632907
9600,23458339
9600,23786195
9600,23254217
9600,23597886
9600,23608926
9600,23527764
9600,23302683
9600,23513963
9600,23372822
9600,23134381
9600,23530095
9600,23767994
9600,23491897
9600,23506912
9600,23472020
9600,23488376
9600,23602909
9600,23306932
9600,23553659
9600,23618859
9600,23289602
9600,23514384
9600,23584353
9600,23621406
9600,23500039
9600,23650117
9600,23574656
9600,23377759
9600,23452308
9600,23457222
9600,23637810
9600,23681339
9600,23436805
9600,23541983
9600,23657182
9600,23382760
9700,24221742
9700,24282432
9700,23849824
9700,24284258
9700,24002263
9700,24039483
9700,24105922
9700,23751846
9700,23832029
9700,23926261
9700,23956951
9700,24050672
9700,23803165
9700,24077779
9700,24092329
9700,23842315
9700,24122362
9700,23846748
9700,24133910
9700,23960316
9700,23853370
9700,24152453
9700,24076411
9700,23830940
9700,24150940
9700,24008141
9700,23667555
9700,23968494
9700,24159024
9700,24028613
9700,23923397
9700,24005599
9700,24135895
9700,23976384
9700,24144619
9700,24044707
9700,23929684
9700,23683890
9700,24011791
9700,23744804
9700,24156601
9700,23866496
9700,24078369
9700,24204847
9700,23839456
9700,24119325
9700,23826031
9700,23920653
9700,24093862
9700,23917570
9800,24670390
9800,24206974
9800,24426580
9800,24325971
9800,24615602
9800,24524528
9800,24258318
9800,24086858
9800,24465546
9800,24363551
9800,24626486
9800,24691103
9800,24663265
9800,24486277
9800,24479462
9800,24226067
9800,24399935
9800,24232676
9800,24662608
9800,24817746
9800,24598389
9800,24691057
9800,24420309
9800,24345148
9800,24710086
9800,24478703
9800,24523522
9800,24759542
9800,24485666
9800,24397980
9800,24536978
9800,24493682
9800,24473240
9800,24284925
9800,24499203
9800,24357499
9800,24594915
9800,24323414
9800,24425517
9800,24661942
9800,24234069
9800,24465805
9800,24540790
9800,24459242
9800,24479204
9800,24223767
9800,24419724
9800,24602620
9800,24804642
9800,24694063
9900,25030475
9900,24663369
9900,25128874
9900,25284113
9900,24855587
9900,24994832
9900,25324354
9900,24828771
9900,24957819
9900,25078462
9900,25115634
9900,24780558
9900,24944163
9900,25368683
9900,25045956
9900,25088623
9900,24689251
9900,25084352
9900,24969354
9900,24977297
9900,25125035
9900,25298125
9900,24870169
9900,25029412
9900,25271712
9900,25173097
9900,25201488
9900,24925201
9900,25081493
9900,25245924
9900,24950091
9900,25205347
9900,25102179
9900,24931719
9900,24899771
9900,25135456
9900,24821145
9900,24910603
9900,24952101
9900,24983839
9900,25250275
9900,25103129
9900,25086521
9900,24924385
9900,24966053
9900,25309084
9900,25102358
9900,25130310
9900,24903615
9900,24963732
10000,25514569
10000,25420791
10000,25810013
10000,25442721
10000,25314348
10000,25482330
10000,25301936
10000,25477891
10000,25600589
10000,25635559
10000,25449995
10000,25607729
10000,25480992
10000,25418074
10000,25594052
10000,25601941
10000,25530918
10000,25335962
10000,25282164
10000,25511667
10000,25502265
10000,25454778
10000,25230745
10000,25554528
10000,25615605
10000,25395431
10000,25602335
10000,25447684
10000,25657152
10000,25608609
10000,25740110
10000,25453969
10000,25193776
10000,25497126
10000,25621813
10000,25735346
10000,25524909
10000,25286362
10000,25457979
10000,25699966
10000,25539789
10000,25146797
10000,25573295
10000,25443083
10000,25691075
10000,25062417
10000,25206026
10000,25659636
10000,25500652
10000,25538619
